tinh,huyen,xa,m9c8,m9c9a,m9c9b,m9c9c,m9c10,m9c11
106,08,07,3,2,4.0,3.0,2.0,2.0
106,08,07,4,2,4.0,3.0,2.0,2.0
106,08,07,6,2,4.0,3.0,2.0,2.0
106,08,07,8,2,4.0,3.0,2.0,
106,08,09,1,2,0.0,,2.0,2.0
106,08,09,2,2,0.0,,2.0,2.0
106,08,09,3,2,0.0,,2.0,0.0
106,08,09,4,2,0.0,,2.0,0.0
106,08,09,8,2,0.0,,2.0,
106,08,11,1,2,0.0,,2.0,0.5
106,08,11,2,2,0.0,,2.0,0.5
106,08,11,3,2,0.0,,2.0,0.5
106,08,11,4,2,0.0,,2.0,0.5
106,08,11,8,3,0.0,,,
106,08,13,1,2,4.0,1.0,2.0,1.0
106,08,13,2,2,4.0,1.0,2.0,1.0
106,08,13,3,2,4.0,1.0,2.0,1.0
106,08,13,4,2,5.0,6.0,2.0,1.0
106,08,13,6,4,3.0,7.0,,1.0
106,08,13,8,3,7.0,8.0,,
106,08,17,1,2,1.0,0.0,2.0,0.0
106,08,17,3,2,1.0,0.0,2.0,3.0
106,08,17,4,2,1.0,0.0,2.0,0.0
106,08,17,6,2,0.0,,2.0,0.0
106,08,17,8,2,4.0,0.0,2.0,
106,09,05,1,2,1.0,6.0,1.0,4.0
106,09,11,1,2,1.0,0.0,1.0,5.0
106,09,11,3,2,1.0,0.0,1.0,2.0
106,09,11,4,2,1.0,0.0,1.0,2.0
106,09,11,5,2,1.0,0.0,1.0,2.0
106,09,11,8,2,1.0,0.0,1.0,
106,09,21,1,2,1.0,6.0,1.0,3.0
106,09,21,3,2,1.0,6.0,1.0,3.0
106,09,21,4,2,1.0,6.0,1.0,-1.0
106,09,21,5,2,1.0,6.0,1.0,-1.0
106,09,21,6,2,1.0,6.0,1.0,-1.0
106,09,21,7,2,1.0,6.0,1.0,-1.0
106,09,21,8,2,1.0,6.0,1.0,
106,09,33,1,2,1.0,0.0,1.0,6.0
106,09,33,3,2,1.0,0.0,1.0,0.5
106,09,33,4,2,1.0,0.0,1.0,0.5
106,09,33,5,2,1.0,0.0,1.0,0.5
106,11,33,1,1,2.0,0.0,1.0,9.0
106,11,33,6,3,0.0,,,1.0
106,11,33,8,4,3.0,0.0,,
106,11,41,1,2,0.0,,1.0,10.0
106,11,41,6,2,0.0,,1.0,1.0
106,11,41,8,3,0.0,,,
106,11,51,1,1,2.0,0.0,1.0,5.0
106,11,51,6,2,0.0,,1.0,1.5
106,11,51,8,9,0.0,,,
106,12,11,1,2,0.0,,1.0,3.0
106,12,11,4,2,0.0,,1.0,0.1
106,12,11,6,0,,,2.0,1.0
106,12,15,1,2,0.0,,1.0,7.0
106,12,15,4,2,0.0,,1.0,1.0
106,12,15,6,2,0.0,,1.0,0.1
106,12,15,8,2,0.0,,1.0,
106,12,23,1,2,0.0,,2.0,3.0
106,12,23,3,2,0.0,,2.0,1.0
106,12,23,4,2,0.0,,2.0,0.1
106,12,23,6,2,0.0,,2.0,0.1
106,12,23,8,2,0.0,,2.0,
107,03,07,1,2,9.0,0.0,2.0,13.0
107,03,07,3,2,9.0,0.0,1.0,0.0
107,03,07,4,2,1.0,6.0,2.0,-1.0
107,03,07,6,6,7.0,8.0,,-1.0
107,03,07,8,1,3.0,9.0,2.0,
107,03,15,1,2,1.0,6.0,1.0,4.0
107,03,15,3,2,1.0,7.0,1.0,2.0
107,03,15,6,2,7.0,0.0,1.0,-1.0
107,03,15,8,1,2.0,0.0,2.0,
107,03,21,3,1,2.0,6.0,1.0,6.0
107,03,21,4,2,0.0,,1.0,4.0
107,03,21,8,2,4.0,0.0,1.0,
107,03,29,1,1,2.0,0.0,1.0,5.0
107,03,29,3,1,9.0,2.0,9.0,1.0
107,03,29,4,6,3.0,0.0,,0.0
107,03,29,5,6,5.0,3.0,,0.0
107,03,29,6,7,2.0,8.0,2.0,0.0
107,03,29,7,2,1.0,0.0,2.0,0.0
107,03,29,8,4,3.0,0.0,,
107,03,35,1,2,1.0,0.0,1.0,8.0
107,03,35,3,1,2.0,0.0,1.0,1.0
107,03,35,4,2,6.0,0.0,1.0,8.0
107,03,35,8,7,6.0,0.0,,
107,05,09,1,2,3.0,9.0,2.0,2.0
107,05,09,6,3,2.0,4.0,2.0,0.5
107,05,09,8,4,9.0,2.0,2.0,
107,05,17,1,2,1.0,3.0,1.0,3.0
107,05,17,3,2,1.0,3.0,1.0,3.0
107,05,17,4,6,7.0,8.0,,2.0
107,05,17,6,2,1.0,3.0,1.0,0.5
107,05,29,1,1,5.0,8.0,2.0,17.0
107,05,29,3,1,2.0,8.0,1.0,11.0
107,05,29,6,2,3.0,6.0,2.0,0.5
107,05,37,1,2,9.0,4.0,2.0,2.0
107,05,37,4,2,4.0,6.0,2.0,3.0
107,05,37,7,2,9.0,6.0,2.0,0.5
107,05,45,1,2,3.0,9.0,2.0,7.0
107,05,45,6,2,3.0,9.0,2.0,0.5
107,05,45,8,2,3.0,6.0,2.0,
107,07,09,1,6,2.0,1.0,1.0,10.0
107,07,15,1,1,2.0,0.0,2.0,15.0
107,07,15,3,1,2.0,0.0,2.0,1.0
107,07,21,1,3,6.0,8.0,,4.0
107,07,21,3,3,6.0,8.0,,17.0
107,07,29,1,6,2.0,0.0,2.0,5.0
107,07,39,1,1,2.0,6.0,2.0,3.0
107,07,39,3,1,2.0,6.0,2.0,5.0
107,07,49,1,1,2.0,0.0,1.0,5.0
107,07,49,3,1,2.0,0.0,1.0,4.0
107,09,09,1,1,0.0,,2.0,4.0
107,09,09,3,2,0.0,,1.0,4.0
107,09,09,4,2,0.0,,1.0,1.0
107,09,09,8,2,0.0,,1.0,
107,09,17,1,0,,,2.0,10.0
107,09,17,3,2,0.0,,1.0,2.0
107,09,17,4,2,0.0,,1.0,1.0
107,09,17,8,9,0.0,,,
107,09,25,1,1,7.0,0.0,2.0,12.0
107,09,25,3,2,6.0,0.0,1.0,1.0
107,09,25,4,6,0.0,,,2.0
107,09,25,6,2,0.0,,1.0,0.0
107,09,25,8,2,0.0,,1.0,
107,09,33,1,1,0.0,,2.0,0.0
107,09,33,3,2,1.0,0.0,1.0,7.0
107,09,33,4,2,6.0,0.0,2.0,4.0
107,09,33,5,2,0.0,,1.0,2.0
107,09,33,6,2,0.0,,1.0,0.0
107,09,33,8,8,0.0,,,
107,09,43,1,0,,,2.0,10.0
107,09,43,3,1,0.0,,2.0,5.0
107,09,43,4,6,2.0,0.0,2.0,3.0
107,09,43,6,2,0.0,,1.0,3.0
107,09,43,8,8,0.0,,,
107,09,49,1,2,1.0,0.0,2.0,5.0
107,09,49,3,2,1.0,0.0,1.0,5.0
107,09,49,6,2,1.0,0.0,1.0,1.0
107,09,49,8,2,1.0,0.0,1.0,
107,11,13,1,2,6.0,0.0,1.0,7.0
107,11,13,3,2,0.0,,1.0,2.0
107,11,13,6,2,0.0,,1.0,-1.0
107,11,13,8,2,5.0,0.0,2.0,
107,11,21,1,2,0.0,,1.0,3.0
107,11,21,3,2,0.0,,1.0,3.0
107,11,21,6,2,0.0,,1.0,1.0
107,11,21,8,2,0.0,,1.0,
107,11,29,1,2,6.0,4.0,1.0,7.0
107,11,29,3,2,6.0,4.0,1.0,0.0
107,11,29,8,2,6.0,7.0,1.0,
107,11,39,1,2,1.0,0.0,1.0,13.0
107,11,39,6,2,0.0,,1.0,-1.0
107,11,39,8,2,0.0,,1.0,
107,13,07,1,2,3.0,9.0,2.0,4.0
107,13,07,3,2,3.0,4.0,2.0,0.8
107,13,07,6,2,3.0,1.0,2.0,0.3
107,13,07,8,2,3.0,6.0,2.0,
107,13,17,1,2,3.0,9.0,2.0,7.0
107,13,17,6,2,3.0,4.0,2.0,0.3
107,13,17,8,2,4.0,6.0,2.0,
107,13,25,1,1,3.0,4.0,9.0,3.0
107,13,25,2,1,3.0,4.0,9.0,3.0
107,13,25,3,1,3.0,4.0,9.0,3.0
107,13,25,4,1,3.0,4.0,9.0,0.5
107,13,25,6,1,3.0,4.0,9.0,0.0
107,13,25,7,1,3.0,4.0,9.0,0.0
107,13,25,8,1,3.0,4.0,9.0,
107,13,35,1,2,3.0,9.0,2.0,3.0
107,13,35,3,2,3.0,9.0,2.0,0.3
107,13,35,6,2,3.0,1.0,2.0,0.5
107,13,35,8,2,3.0,6.0,2.0,
107,13,43,1,2,3.0,9.0,2.0,10.0
107,13,43,3,2,3.0,4.0,2.0,2.0
107,13,43,6,2,3.0,1.0,2.0,0.3
107,13,43,8,2,3.0,6.0,2.0,
107,15,07,1,8,1.0,2.0,1.0,8.0
107,15,07,2,8,1.0,2.0,2.0,8.0
107,15,07,3,8,5.0,7.0,,12.0
107,15,07,4,2,1.0,3.0,1.0,-1.0
107,15,07,6,8,7.0,2.0,2.0,-1.0
107,15,07,7,2,1.0,8.0,2.0,-1.0
107,15,07,8,8,3.0,4.0,,
107,15,07,9,6,1.0,7.0,1.0,
107,15,15,1,3,0.0,,,1.0
107,15,15,2,1,6.0,0.0,2.0,5.0
107,15,15,3,2,5.0,0.0,2.0,5.0
107,15,15,4,1,6.0,0.0,2.0,5.0
107,15,15,6,8,3.0,0.0,,-1.0
107,15,15,8,1,7.0,0.0,2.0,
107,15,25,1,1,2.0,3.0,1.0,4.0
107,15,25,3,8,2.0,5.0,2.0,13.0
107,15,25,6,8,2.0,5.0,1.0,-1.0
107,15,25,8,8,3.0,4.0,,
107,15,25,9,6,9.0,0.0,,
107,15,35,1,3,4.0,5.0,,8.0
107,15,35,2,1,2.0,0.0,2.0,8.0
107,15,35,3,8,0.0,,,3.0
107,15,35,4,2,0.0,,1.0,-1.0
107,15,35,6,8,3.0,4.0,,-1.0
107,15,35,7,2,0.0,,1.0,-1.0
107,15,35,8,3,2.0,8.0,9.0,
107,15,35,9,6,1.0,7.0,2.0,
107,15,43,1,1,5.0,2.0,1.0,7.0
107,15,43,2,1,4.0,2.0,1.0,7.0
107,15,43,3,1,8.0,5.0,1.0,7.0
107,15,43,4,1,8.0,5.0,1.0,7.0
107,15,43,8,1,8.0,5.0,1.0,
107,15,43,9,6,0.0,,,2.0
107,15,51,1,1,6.0,0.0,2.0,2.0
107,15,51,2,1,6.0,0.0,2.0,2.0
107,15,51,3,1,6.0,0.0,2.0,2.0
107,15,51,6,4,7.0,0.0,,-1.0
107,15,51,8,1,6.0,0.0,1.0,
107,15,51,9,6,0.0,,,-1.0
107,17,07,1,2,6.0,1.0,2.0,0.5
107,17,07,3,2,6.0,1.0,2.0,0.5
107,17,07,6,8,6.0,2.0,2.0,0.0
107,17,07,8,6,7.0,3.0,,
107,17,17,1,1,2.0,0.0,1.0,4.0
107,17,17,4,1,7.0,6.0,1.0,4.0
107,17,17,6,1,2.0,3.0,2.0,0.0
107,17,17,8,6,1.0,7.0,2.0,
107,17,29,1,2,1.0,0.0,1.0,3.0
107,17,29,6,3,1.0,2.0,9.0,1.0
107,17,29,8,6,7.0,8.0,,
107,17,37,1,2,0.0,,1.0,6.0
107,17,37,4,1,7.0,6.0,1.0,9.0
107,17,37,6,1,2.0,3.0,2.0,0.0
107,17,37,8,6,1.0,7.0,2.0,
107,19,13,1,2,0.0,,2.0,0.2
107,19,13,3,2,0.0,,2.0,0.2
107,19,13,4,2,0.0,,2.0,0.2
107,19,13,6,2,0.0,,2.0,0.2
107,19,21,3,2,8.0,0.0,2.0,1.0
107,19,29,1,2,0.0,,1.0,5.0
107,19,29,4,2,0.0,,1.0,5.0
107,21,03,1,1,3.0,4.0,1.0,8.0
107,21,03,3,1,2.0,4.0,2.0,8.0
107,21,03,4,1,2.0,0.0,2.0,8.0
107,21,03,6,1,3.0,4.0,1.0,0.0
107,21,03,7,2,4.0,3.0,2.0,0.0
107,21,03,8,4,7.0,8.0,,
107,21,13,1,1,3.0,0.0,1.0,4.0
107,21,13,3,2,3.0,0.0,2.0,1.0
107,21,13,4,2,0.0,,1.0,0.0
107,21,13,6,2,0.0,,2.0,0.0
107,21,13,8,8,3.0,0.0,,
107,21,21,1,2,6.0,0.0,1.0,3.0
107,21,21,4,2,0.0,,2.0,0.5
107,21,21,6,2,8.0,0.0,1.0,0.0
107,21,21,8,2,0.0,,1.0,
107,21,29,1,1,6.0,9.0,1.0,3.0
107,21,29,3,2,1.0,4.0,2.0,2.0
107,21,29,4,2,1.0,6.0,1.0,2.0
107,21,29,6,4,3.0,8.0,,0.5
107,21,29,8,8,3.0,2.0,1.0,
107,21,37,1,2,4.0,0.0,1.0,10.0
107,21,37,3,2,8.0,0.0,1.0,5.0
107,21,37,4,2,0.0,,2.0,0.0
107,21,37,6,1,2.0,0.0,2.0,0.0
107,21,37,8,8,3.0,0.0,,
107,23,09,1,2,1.0,6.0,1.0,2.5
107,23,09,3,2,1.0,6.0,1.0,0.5
107,23,09,4,2,1.0,6.0,1.0,2.5
107,23,19,1,1,2.0,0.0,1.0,15.0
107,23,19,2,1,2.0,0.0,1.0,10.0
107,23,19,3,1,2.0,0.0,1.0,10.0
107,23,19,4,1,2.0,0.0,1.0,10.0
107,23,31,1,1,2.0,3.0,1.0,10.0
107,23,31,2,1,2.0,3.0,1.0,10.0
107,23,31,3,1,2.0,3.0,1.0,10.0
107,23,31,4,1,2.0,3.0,1.0,10.0
107,23,39,1,1,6.0,0.0,9.0,3.0
107,23,39,3,1,6.0,0.0,9.0,1.0
107,23,53,1,1,2.0,0.0,9.0,5.0
109,02,03,1,2,0.0,,2.0,4.0
109,02,03,2,2,0.0,,2.0,11.0
109,02,03,3,2,0.0,,2.0,4.0
109,02,03,6,2,0.0,,2.0,1.0
109,02,03,8,2,0.0,,2.0,
109,02,09,1,2,0.0,,1.0,12.0
109,02,09,3,2,0.0,,1.0,5.0
109,02,09,6,1,0.0,,2.0,1.0
109,02,15,1,2,4.0,7.0,2.0,5.0
109,02,15,2,2,4.0,7.0,2.0,7.0
109,02,15,6,2,5.0,6.0,2.0,2.0
109,02,15,8,2,5.0,6.0,2.0,
109,02,19,1,2,0.0,,2.0,5.0
109,02,19,3,2,0.0,,2.0,0.6
109,02,19,6,2,0.0,,2.0,0.5
109,02,19,8,2,0.0,,2.0,
109,03,31,1,1,2.0,0.0,2.0,6.0
109,03,31,3,1,2.0,0.0,2.0,3.0
109,03,31,6,1,2.0,0.0,2.0,1.0
109,03,31,8,1,2.0,0.0,2.0,
109,03,37,1,1,4.0,0.0,2.0,2.0
109,03,37,2,1,4.0,0.0,2.0,2.0
109,03,37,3,1,4.0,0.0,2.0,0.0
109,03,37,6,1,4.0,0.0,2.0,0.0
109,03,37,7,1,4.0,0.0,2.0,0.0
109,03,37,8,1,4.0,0.0,2.0,
109,03,49,1,1,3.0,2.0,2.0,10.0
109,03,49,3,1,3.0,2.0,2.0,5.0
109,04,05,2,1,6.0,0.0,1.0,1.0
109,04,05,6,1,8.0,0.0,1.0,1.0
109,04,05,7,1,8.0,0.0,1.0,1.0
109,04,05,8,1,8.0,0.0,1.0,
109,04,11,2,1,6.0,0.0,1.0,3.0
109,04,11,6,1,2.0,0.0,1.0,1.0
109,04,11,7,1,2.0,0.0,1.0,2.0
109,04,11,8,1,2.0,0.0,1.0,
109,04,15,2,1,2.0,6.0,2.0,2.0
109,04,15,3,1,2.0,6.0,2.0,1.0
109,04,15,6,1,2.0,6.0,1.0,0.0
109,04,15,8,1,2.0,7.0,1.0,
109,04,21,1,8,0.0,,,2.0
109,04,21,4,1,0.0,,1.0,2.0
109,04,21,6,3,0.0,,,5.0
109,04,21,8,5,0.0,,,
109,04,29,2,1,3.0,0.0,1.0,3.0
109,04,29,6,2,0.0,,1.0,1.0
109,04,29,8,2,0.0,,1.0,
109,05,03,1,1,0.0,,1.0,3.0
109,05,03,3,8,0.0,,,1.0
109,05,03,4,8,0.0,,,3.0
109,05,03,5,8,0.0,,,3.0
109,05,11,1,2,0.0,,2.0,4.0
109,05,11,3,1,8.0,0.0,2.0,0.0
109,05,11,4,8,0.0,,,0.0
109,05,11,6,1,8.0,0.0,1.0,0.0
109,05,11,8,1,8.0,0.0,2.0,
109,05,17,1,8,0.0,,,7.0
109,05,17,3,1,8.0,0.0,2.0,15.0
109,05,17,4,1,8.0,0.0,2.0,0.3
109,05,17,5,1,8.0,0.0,2.0,7.0
109,05,17,6,1,8.0,0.0,2.0,1.0
109,05,17,8,1,8.0,0.0,2.0,
109,05,21,1,1,8.0,0.0,1.0,2.0
109,05,21,2,1,8.0,0.0,1.0,8.0
109,05,21,3,1,8.0,0.0,1.0,0.2
109,05,21,4,1,8.0,0.0,1.0,0.2
109,05,21,6,1,8.0,0.0,1.0,0.5
109,05,21,8,1,8.0,0.0,1.0,
109,06,05,2,0,,,2.0,6.0
109,06,05,3,0,,,1.0,0.7
109,06,05,4,2,0.0,,2.0,6.0
109,06,05,6,2,0.0,,2.0,0.5
109,06,05,7,2,0.0,,2.0,0.5
109,06,05,8,2,0.0,,1.0,
109,06,11,1,1,0.0,,1.0,3.0
109,06,11,3,3,0.0,,,0.5
109,06,11,4,2,0.0,,2.0,0.5
109,06,11,6,8,0.0,,,0.3
109,06,11,8,4,0.0,,,
109,06,15,1,2,1.0,8.0,1.0,2.0
109,06,15,4,2,0.0,,1.0,2.0
109,06,15,6,2,1.0,8.0,1.0,1.0
109,06,15,8,2,1.0,7.0,1.0,
109,06,21,1,1,0.0,,1.0,3.0
109,06,21,3,3,0.0,,,0.5
109,06,21,4,2,0.0,,2.0,0.5
109,06,21,8,4,0.0,,,
109,06,27,3,2,0.0,,2.0,2.0
109,06,27,6,2,0.0,,2.0,2.0
109,06,33,1,2,3.0,0.0,1.0,5.0
109,06,33,3,1,2.0,0.0,2.0,2.0
109,06,33,6,1,7.0,0.0,1.0,1.0
109,06,39,1,2,1.0,3.0,2.0,8.0
109,06,39,4,2,1.0,3.0,1.0,0.3
109,06,39,6,2,1.0,8.0,2.0,0.1
109,06,39,7,2,0.0,,2.0,0.1
109,06,39,8,2,1.0,3.0,2.0,
109,06,45,1,2,3.0,0.0,2.0,0.5
109,06,45,6,1,7.0,0.0,1.0,1.0
109,07,03,1,1,2.0,7.0,2.0,6.0
109,07,03,3,1,2.0,7.0,2.0,1.0
109,07,03,4,1,2.0,7.0,2.0,10.0
109,07,09,1,2,0.0,,1.0,5.0
109,07,09,3,6,0.0,,,1.0
109,07,17,1,1,2.0,4.0,2.0,5.0
109,07,17,3,1,2.0,4.0,2.0,1.0
109,07,17,4,1,2.0,4.0,2.0,1.0
109,07,17,6,1,2.0,4.0,2.0,1.0
109,07,17,8,3,7.0,8.0,,
109,07,23,1,1,3.0,2.0,2.0,5.0
109,07,23,3,1,3.0,2.0,2.0,5.0
109,07,23,4,1,3.0,2.0,2.0,5.0
109,07,23,6,1,3.0,2.0,2.0,1.0
109,07,23,8,1,3.0,2.0,2.0,
109,07,31,1,1,0.0,,1.0,7.0
109,07,37,1,1,2.0,0.0,1.0,2.5
109,09,03,1,2,3.0,4.0,2.0,3.0
109,09,03,3,2,1.0,3.0,1.0,3.0
109,09,03,4,2,3.0,1.0,1.0,3.0
109,09,03,6,1,3.0,4.0,2.0,2.0
109,09,03,8,1,3.0,4.0,2.0,
109,09,09,1,2,3.0,0.0,2.0,8.0
109,09,09,3,1,2.0,3.0,2.0,8.0
109,09,09,4,1,2.0,3.0,1.0,3.0
109,09,09,5,2,1.0,3.0,2.0,1.0
109,09,09,6,2,1.0,3.0,2.0,1.0
109,09,09,8,1,2.0,3.0,2.0,
109,09,15,1,2,3.0,4.0,1.0,3.0
109,09,15,3,2,1.0,5.0,2.0,6.0
109,09,15,4,1,2.0,5.0,1.0,3.0
109,09,15,6,2,3.0,4.0,2.0,3.0
109,09,15,8,2,3.0,4.0,2.0,
109,09,23,1,1,2.0,3.0,1.0,2.0
109,09,23,3,1,3.0,2.0,2.0,1.0
109,09,23,4,2,1.0,4.0,1.0,1.0
109,09,23,6,3,2.0,1.0,2.0,1.0
109,09,23,7,4,1.0,2.0,2.0,1.0
109,09,23,8,2,4.0,1.0,2.0,
109,09,37,1,1,2.0,4.0,1.0,9.0
109,09,37,3,2,3.0,4.0,1.0,9.0
109,09,37,4,1,2.0,3.0,1.0,9.0
109,09,37,6,3,4.0,2.0,2.0,8.0
109,09,37,8,3,4.0,2.0,2.0,
109,11,03,1,1,2.0,3.0,2.0,3.0
109,11,03,3,1,2.0,3.0,2.0,2.0
109,11,03,4,1,2.0,3.0,2.0,4.0
109,11,03,8,1,2.0,3.0,2.0,
109,11,11,1,1,2.0,0.0,1.0,2.5
109,11,11,4,2,0.0,,1.0,1.0
109,11,11,6,3,0.0,,,2.0
109,11,11,8,3,0.0,,,
109,11,11,9,6,0.0,,,2.0
109,11,15,1,1,2.0,6.0,2.0,3.0
109,11,15,4,1,2.0,6.0,2.0,5.0
109,11,15,6,1,2.0,4.0,2.0,0.0
109,11,15,8,1,2.0,3.0,2.0,
109,11,23,1,1,2.0,3.0,2.0,4.0
109,11,23,4,1,2.0,6.0,2.0,8.0
109,11,23,8,1,2.0,3.0,2.0,
109,13,03,1,1,2.0,6.0,1.0,4.0
109,13,03,4,1,2.0,0.0,1.0,2.0
109,13,03,5,3,6.0,0.0,,4.0
109,13,03,8,3,6.0,0.0,,
109,13,11,1,1,2.0,6.0,1.0,6.0
109,13,11,4,2,6.0,7.0,1.0,1.0
109,13,11,5,5,6.0,7.0,,2.0
109,13,11,8,1,5.0,7.0,2.0,
109,13,17,1,1,2.0,3.0,1.0,2.0
109,13,17,3,2,0.0,,1.0,3.0
109,13,17,4,1,2.0,6.0,1.0,2.0
109,13,17,8,3,1.0,2.0,1.0,
109,13,25,1,2,6.0,7.0,2.0,2.0
109,13,25,4,1,2.0,6.0,1.0,2.0
109,13,25,5,1,5.0,6.0,1.0,1.0
109,13,25,8,7,6.0,1.0,1.0,
109,13,31,1,2,1.0,7.0,1.0,5.0
109,13,31,4,1,2.0,6.0,1.0,0.5
109,13,31,5,1,5.0,6.0,2.0,0.5
109,13,31,8,5,6.0,7.0,,
109,13,39,1,1,0.0,,1.0,4.0
109,13,39,3,2,0.0,,1.0,5.0
109,13,39,4,1,0.0,,1.0,3.0
109,13,39,6,2,0.0,,2.0,0.0
111,01,11,1,4,0.0,,,2.4
111,01,11,2,4,0.0,,,2.4
111,01,11,3,4,0.0,,,2.3
111,01,11,4,6,0.0,,,2.0
111,01,11,5,1,4.0,0.0,2.0,2.1
111,01,11,6,1,4.0,0.0,2.0,1.0
111,01,11,7,6,0.0,,,2.0
111,01,11,8,1,3.0,0.0,2.0,
111,01,11,9,1,4.0,0.0,9.0,
111,01,13,1,3,0.0,,,1.0
111,01,13,2,4,0.0,,,1.0
111,01,13,3,4,0.0,,,0.8
111,01,13,4,4,0.0,,,1.0
111,01,13,5,4,0.0,,,0.5
111,01,13,6,2,3.0,0.0,2.0,0.2
111,01,13,7,1,2.0,3.0,2.0,1.0
111,01,13,8,3,0.0,,,
111,01,19,1,4,0.0,,,2.0
111,01,19,2,4,0.0,,,2.0
111,01,19,3,4,0.0,,,2.0
111,01,19,4,6,0.0,,,2.0
111,01,19,5,1,3.0,0.0,2.0,2.0
111,01,19,6,3,0.0,,,2.0
111,01,19,7,1,4.0,0.0,2.0,1.0
111,01,19,8,1,4.0,0.0,2.0,
111,01,19,9,1,3.0,0.0,2.0,
111,03,07,1,4,3.0,6.0,,13.0
111,03,07,4,6,7.0,1.0,9.0,2.0
111,03,07,6,7,3.0,4.0,,1.0
111,03,07,8,9,0.0,,,
111,03,15,1,4,3.0,7.0,,2.0
111,03,15,3,4,3.0,7.0,,2.0
111,03,15,8,7,6.0,4.0,,
111,03,17,1,4,0.0,,,5.0
111,03,17,3,3,0.0,,,5.0
111,03,17,4,1,0.0,,2.0,2.0
111,03,17,5,1,0.0,,2.0,2.0
111,03,17,6,6,0.0,,,3.0
111,03,17,7,7,0.0,,,1.0
111,03,21,1,1,4.0,6.0,2.0,5.0
111,03,21,3,4,0.0,,,1.0
111,03,25,1,1,0.0,,2.0,13.0
111,03,25,3,7,0.0,,,13.0
111,03,25,4,7,0.0,,,13.0
111,03,25,6,7,0.0,,,1.0
111,03,31,1,1,0.0,,2.0,15.0
111,03,31,3,1,6.0,7.0,2.0,0.5
111,03,31,6,3,0.0,,,0.5
111,03,31,8,7,0.0,,,
111,03,41,1,4,0.0,,,15.0
111,03,41,3,6,0.0,,,0.5
111,03,41,6,7,0.0,,,-1.0
111,03,41,8,3,0.0,,,
111,05,03,1,1,0.0,,1.0,20.0
111,05,03,4,2,0.0,,1.0,5.0
111,05,03,6,2,1.0,0.0,2.0,1.0
111,05,03,7,1,0.0,,1.0,3.0
111,05,03,8,3,7.0,0.0,,
111,05,09,1,1,0.0,,1.0,4.0
111,05,09,3,2,0.0,,1.0,4.0
111,05,09,4,1,0.0,,1.0,2.0
111,05,09,6,3,0.0,,,2.0
111,05,09,8,4,0.0,,,
111,05,13,1,1,6.0,8.0,2.0,1.5
111,05,13,4,1,2.0,0.0,1.0,10.0
111,05,13,8,3,0.0,,,
111,05,23,1,1,0.0,,1.0,1.5
111,05,23,4,2,0.0,,2.0,1.5
111,05,23,5,6,0.0,,,1.5
111,05,23,6,7,4.0,0.0,,1.0
111,05,23,7,2,0.0,,1.0,1.0
111,05,23,8,3,5.0,0.0,,
111,05,29,1,2,1.0,6.0,1.0,1.0
111,05,29,4,1,2.0,5.0,2.0,0.0
111,05,29,6,4,3.0,2.0,2.0,0.0
111,05,29,8,3,4.0,2.0,1.0,
111,05,33,1,1,2.0,0.0,1.0,4.0
111,05,33,4,2,0.0,,1.0,4.0
111,05,33,6,3,0.0,,,0.0
111,05,33,8,7,3.0,0.0,,
111,05,39,1,1,0.0,,2.0,0.5
111,05,39,3,2,0.0,,2.0,0.1
111,05,39,4,2,0.0,,1.0,0.1
111,05,39,6,1,0.0,,2.0,1.0
111,05,39,7,2,0.0,,1.0,1.0
111,05,39,8,4,0.0,,,
111,07,03,1,2,8.0,5.0,2.0,10.0
111,07,03,6,2,7.0,6.0,2.0,1.0
111,07,07,1,3,4.0,5.0,,10.0
111,07,07,4,7,6.0,2.0,2.0,10.0
111,07,07,6,6,7.0,8.0,,1.0
111,07,07,8,6,7.0,8.0,,
111,07,11,1,3,4.0,6.0,,3.0
111,07,11,6,3,5.0,6.0,,3.0
111,07,11,8,6,7.0,8.0,,
111,07,15,1,2,5.0,1.0,2.0,7.0
111,07,15,6,2,7.0,6.0,2.0,1.0
111,07,15,8,8,7.0,6.0,,
111,07,19,1,3,1.0,2.0,2.0,1.5
111,07,19,4,2,5.0,1.0,2.0,7.6
111,07,19,6,6,7.0,4.0,,-1.0
111,07,19,8,8,7.0,6.0,,
111,07,25,1,2,5.0,3.0,1.0,10.0
111,07,25,6,3,4.0,5.0,,0.0
111,07,25,8,6,7.0,8.0,,
111,07,29,1,2,5.0,0.0,2.0,2.0
111,07,29,3,2,5.0,0.0,2.0,2.0
111,07,29,4,3,6.0,0.0,,1.0
111,07,29,6,3,6.0,0.0,,1.0
111,07,29,8,3,6.0,0.0,,
111,07,35,1,5,3.0,4.0,,10.0
111,07,35,6,5,3.0,4.0,,1.0
111,07,35,8,7,6.0,5.0,,
111,07,39,1,1,6.0,9.0,1.0,0.0
111,07,39,6,6,7.0,4.0,,0.0
111,07,39,8,7,2.0,3.0,1.0,
111,07,43,1,1,3.0,2.0,2.0,8.0
111,07,43,3,1,3.0,2.0,2.0,1.0
111,07,43,6,1,3.0,2.0,2.0,1.0
111,07,43,8,1,3.0,2.0,2.0,
111,09,09,1,2,6.0,0.0,1.0,6.0
111,09,15,1,2,1.0,0.0,2.0,8.0
111,09,15,3,2,8.0,6.0,1.0,-1.0
111,09,15,4,2,1.0,6.0,1.0,5.0
111,09,15,5,5,2.0,6.0,2.0,2.0
111,09,15,6,2,8.0,6.0,2.0,2.0
